cif,year,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,i20
18529056,2017,5613361,1092333,0,336455,755878,0,1911671,0,0,4794023,1802500,0,1170089,1222967,345991,876976,0,829633,0,0
18529080,2017,0,17006,0,0,17006,0,0,0,0,17006,200,0,0,0,0,0,0,0,0,0
18533294,2017,95474,669972,427083,62460,180429,3992,497351,1909,0,270178,173700,0,2235771,2458535,2313309,145226,0,122930,0,18
18538852,2017,1895837,1284208,0,489144,795064,0,4358997,0,0,-1178952,10000,0,0,59989,69273,0,9284,0,10052,2
18538887,2017,196782,480088,437515,7500,35073,0,355261,0,0,321609,200,0,1662272,1689637,1632682,56955,0,40067,0,3
18538925,2017,253809,111519,4000,93389,14130,0,88460,0,0,276868,200,0,503369,513056,506189,6867,0,0,2166,8
18538933,2017,415548,826235,8113,576775,104167,126,105645,0,0,1136264,70000,0,1124785,1160636,1341954,0,181318,0,192575,21
18546740,2017,12602,2015614,1255780,237543,522291,0,1063934,0,0,964282,200,0,4075048,4084836,3896473,188363,0,166310,0,14
18546758,2017,1393,0,0,0,0,0,118266,0,0,-116873,200,0,0,0,800,0,800,0,800,0
18546766,2017,4411,131352,0,47214,84138,175,9035,0,0,126903,200,0,208552,208552,79948,128604,0,126518,0,3
18546774,2017,0,8104,0,0,8104,0,0,0,0,8104,200,0,0,0,0,0,0,0,0,0
18550287,2017,205462,146654,32236,97886,16532,0,16622,0,0,335494,5000,0,374722,374722,319631,55091,0,51343,0,4
18550309,2017,2797,11698,0,7035,4663,0,92664,0,0,-78169,400,0,6786,7575,43900,0,36325,0,36529,0
